,task,xo_idx,xo_specified,xo_known,algorithm,beta,samples_datetime,dist_gt_mean,dist_gt_std,dist_samples_mean,dist_samples_std,dist_estimate_mean,dist_estimate_std,r_dist_gt_estimate,mse_dist_gt_estimate,r_dist_samples_estimate,mse_dist_samples_estimate,c2st
451,two_moons,8,specified,known,GBI,10.0,2023_05_07__22_26_00,0.078910016,0.07840809,0.080339685,0.08408604,0.08170083,0.07910543,0.99718857,4.3143078e-05,0.96234906,0.0005274361,0.4993
452,two_moons,8,specified,known,GBI,100.0,2023_05_07__22_26_00,0.017354311,0.01203612,0.017542487,0.015597466,0.022323042,0.008117905,0.9158135,5.6485696e-05,0.72611123,0.00014813141,0.5488
453,two_moons,8,specified,known,GBI,1000.0,2023_05_07__22_26_00,0.005689064,0.0024358174,0.005647383,0.0049240272,0.014219626,0.0010701207,0.850118,7.541644e-05,0.38672882,9.47947e-05,0.7908
454,two_moons,8,specified,known,GT,10.0,2023_05_04__01_37_00,0.078383155,0.07657406,0.07941326,0.08079397,0.081527494,0.07705722,0.99705255,4.489677e-05,0.9591317,0.0005272,
455,two_moons,8,specified,known,GT,100.0,2023_05_04__01_37_00,0.014420779,0.010070992,0.014469658,0.013501492,0.021513708,0.0070498497,0.8601712,7.928654e-05,0.6531242,0.00015725453,
456,two_moons,8,specified,known,GT,1000.0,2023_05_04__01_37_00,0.007968044,0.0028752324,0.008147958,0.00663564,0.018021166,0.0033488623,0.33910355,0.000114014205,0.16224678,0.00014550635,
457,two_moons,8,specified,known,NLE,1.0,2023_05_07__22_20_15,0.005980112,0.0027276673,0.005972549,0.006110518,0.016833043,0.0034787524,0.48340577,0.00012815194,0.21651313,0.00015817759,
458,two_moons,8,specified,known,NPE,1.0,2023_05_07__22_20_15,0.007062108,0.018299773,0.0069503523,0.019355947,0.018196194,0.017564008,0.98287916,0.00013551282,0.9325269,0.0001755476,
459,two_moons,8,specified,known,eGBI,10.0,2023_05_07__22_26_00,0.07767023,0.07665443,0.07806799,0.08128311,0.0808769,0.07708879,0.99703366,4.5522538e-05,0.96142906,0.0005087537,0.5
460,two_moons,8,specified,known,eGBI,100.0,2023_05_07__22_26_00,0.013953943,0.011395065,0.014216375,0.014314067,0.021622231,0.008472042,0.890189,8.854292e-05,0.7237984,0.00015594532,0.5103
461,two_moons,8,specified,known,eGBI,1000.0,2023_05_07__22_26_00,0.0066966857,0.0077268207,0.0067312843,0.009457238,0.017827688,0.0061953235,0.8488339,0.00014071402,0.70592487,0.00016822132,0.6935
462,two_moons,8,specified,unknown,ABC,10.0,2023_05_07__22_26_00,0.079011664,0.099761166,0.07436604,0.09139,0.08311472,0.099997304,0.99816805,5.270839e-05,0.9708601,0.0006710934,
463,two_moons,8,specified,unknown,ABC,100.0,2023_05_07__22_26_00,0.015132234,0.009642168,0.013786421,0.0114913,0.021190694,0.007272523,0.9543017,4.8488622e-05,0.52283543,0.00015042425,
464,two_moons,8,specified,unknown,ABC,1000.0,2023_05_07__22_26_00,0.0073295296,0.004056978,0.0069305594,0.00795552,0.016268702,0.0020696896,0.82270724,8.669692e-05,0.49230817,0.00013753543,
465,two_moons,8,specified,unknown,GBI,10.0,2023_05_07__22_26_00,0.064993255,0.0807665,0.06567264,0.08438846,0.068787314,0.08068198,0.9973957,4.8338323e-05,0.9630416,0.00052661047,0.5003
466,two_moons,8,specified,unknown,GBI,100.0,2023_05_07__22_26_00,0.014736084,0.010264776,0.014794782,0.013840682,0.020263579,0.00698652,0.93036526,5.1283754e-05,0.7018469,0.00013452809,0.5249
