,task,xo_idx,xo_specified,xo_known,algorithm,beta,samples_datetime,dist_gt_mean,dist_gt_std,dist_samples_mean,dist_samples_std,dist_estimate_mean,dist_estimate_std,r_dist_gt_estimate,mse_dist_gt_estimate,r_dist_samples_estimate,mse_dist_samples_estimate,c2st
80,uniform_1d,1,specified,unknown,NPE,1.0,2023_05_07__21_56_20,0.042847294,0.02081002,0.041738737,0.050409894,0.050680794,0.021785948,0.92254305,0.00013253455,0.3378465,0.002353226,
81,uniform_1d,1,specified,unknown,eGBI,4.0,2023_05_07__22_00_34,0.06301583,0.05726767,0.06394386,0.0835223,0.07260923,0.0624464,0.9863781,0.00021625507,0.66556275,0.004007121,0.5025
82,uniform_1d,1,specified,unknown,eGBI,20.0,2023_05_07__22_00_34,0.045556992,0.02875038,0.04655111,0.058651023,0.054899745,0.030144796,0.95299345,0.00017069321,0.5197631,0.0025799423,0.5038
83,uniform_1d,1,specified,unknown,eGBI,100.0,2023_05_07__22_00_34,0.03278907,0.01660055,0.03246213,0.03933587,0.04327417,0.016961671,0.8860464,0.00017422733,0.34266627,0.0014943782,0.543
84,uniform_1d,1,misspecified,known,ABC,4.0,2023_05_07__22_00_34,0.2515038,0.28046405,0.22792643,0.308562,0.27035245,0.2922232,0.9973177,0.00092166854,0.88600373,0.022208301,
85,uniform_1d,1,misspecified,known,ABC,20.0,2023_05_07__22_00_34,0.14081201,0.05773251,0.12358804,0.115828454,0.14752465,0.06446297,0.9983311,0.00010162552,0.49599606,0.010534516,
86,uniform_1d,1,misspecified,known,ABC,100.0,2023_05_07__22_00_34,0.10937107,0.014475445,0.0947143,0.085657656,0.11208882,0.01957509,0.99682945,3.4633238e-05,0.19508538,0.0072267475,
87,uniform_1d,1,misspecified,known,GBI,4.0,2023_05_07__22_00_34,0.24639663,0.16873625,0.24373235,0.2170483,0.27004126,0.18593074,0.99501425,0.0011674266,0.7706376,0.020168839,0.5003
88,uniform_1d,1,misspecified,known,GBI,20.0,2023_05_07__22_00_34,0.118557096,0.033944167,0.11650171,0.096434385,0.12284296,0.04089402,0.99555725,7.899153e-05,0.33845377,0.008341016,0.5097
89,uniform_1d,1,misspecified,known,GBI,100.0,2023_05_07__22_00_34,0.099513076,0.00500597,0.09769413,0.082442805,0.09814864,0.0077807265,0.98528546,1.0705429e-05,0.07509146,0.006759874,0.5185
